p,media,start,end,locator,person,person_uri,duration,frame
http://data.memad.eu/yle/stromso/477c1acdd2060b0013528d85d9128463e908510d,http://data.memad.eu/yle/stromso/1dd398f54b09a4cdabf43ec729ba7f57bb323f17,768.64,810.44,https://platform.limecraft.com/api/production/2336/mo/803859/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,41.80000000000007,./frames/memad_gt2/stromso_1dd398f54b09a4cdabf43ec729ba7f57bb323f17_778.jpg
http://data.memad.eu/yle/stromso/62704b5c6f014ee0f49c269f925ceafdc74d388f,http://data.memad.eu/yle/stromso/896510f85530ec911615a7e0595484170ce621a5,2204.84,2233.56,https://platform.limecraft.com/api/production/2336/mo/800127/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,28.7199999999998,./frames/memad_gt2/stromso_896510f85530ec911615a7e0595484170ce621a5_2211.jpg
http://data.memad.eu/yle/stromso/ef251c55bbaf349c5cdab5954766878ff65044fe,http://data.memad.eu/yle/stromso/d3c864a1c28cf83839c3e4f45405113f31079361,1545.88,1578.44,https://platform.limecraft.com/api/production/2336/mo/803887/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,32.559999999999945,./frames/memad_gt2/stromso_d3c864a1c28cf83839c3e4f45405113f31079361_1553.jpg
http://data.memad.eu/yle/stromso/f215cf71d62f2fd5c2ba5af8170fbffcccf052f8,http://data.memad.eu/yle/stromso/37467ba3f38f9a1f80bb581e2964c41eddca0953,696.36,736.6,https://platform.limecraft.com/api/production/2336/mo/803865/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,40.24000000000001,./frames/memad_gt2/stromso_37467ba3f38f9a1f80bb581e2964c41eddca0953_706.jpg
http://data.memad.eu/yle/stromson-puutarha/553ce19e11c6ac6db58583aa398d747deeac8d7b,http://data.memad.eu/yle/stromson-puutarha/5ca2611831c0097cf079298af5c6c81a78032010,1176.36,1208.08,https://platform.limecraft.com/api/production/2336/mo/801225/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,31.720000000000027,./frames/memad_gt2/stromson-puutarha_5ca2611831c0097cf079298af5c6c81a78032010_1183.jpg
http://data.memad.eu/yle/stromson-puutarha/553ce19e11c6ac6db58583aa398d747deeac8d7b,http://data.memad.eu/yle/stromson-puutarha/5ca2611831c0097cf079298af5c6c81a78032010,1176.36,1208.8,https://platform.limecraft.com/api/production/2336/mo/801225/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,32.440000000000055,./frames/memad_gt2/stromson-puutarha_5ca2611831c0097cf079298af5c6c81a78032010_1184.jpg
http://data.memad.eu/yle/tahtia-ja-tahteita-stromsossa/579a8f912b0a63696efbc49bb085dedf2bc66c68,http://data.memad.eu/yle/tahtia-ja-tahteita-stromsossa/28652806459206a50db17babad90194c2fb4f464,4630.72,4678.16,https://platform.limecraft.com/api/production/2336/mo/802722/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,47.4399999999996,./frames/memad_gt2/tahtia-ja-tahteita-stromsossa_28652806459206a50db17babad90194c2fb4f464_4641.jpg
http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/316422b4227b503b6d1bdf8b8620c74ec3b57328,http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/b69d5cefe688209591c0c3e8d35e6c4bfff289bd,4630.72,4678.16,https://platform.limecraft.com/api/production/2336/mo/803855/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,47.4399999999996,./frames/memad_gt2/tahtien-ja-tahteiden-parhaat_b69d5cefe688209591c0c3e8d35e6c4bfff289bd_4641.jpg
http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/8a96be98c9e663c0b85c33be04ce6563042f2afa,http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/dc5db53cf1486fead37993cb29c8e5126897b856,4630.72,4678.16,https://platform.limecraft.com/api/production/2336/mo/803852/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,47.4399999999996,./frames/memad_gt2/tahtien-ja-tahteiden-parhaat_dc5db53cf1486fead37993cb29c8e5126897b856_4641.jpg
http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/fadfd72f9c3bfb3829fdba21448cd2a7ffa5c3bc,http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/a9450801b19248dfbc235b8f2819f908fa45cf6e,4630.72,4678.16,https://platform.limecraft.com/api/production/2336/mo/803857/moa,Birgitta Norrgård,http://data.memad.eu/agent/birgitta-norrgard,47.4399999999996,./frames/memad_gt2/tahtien-ja-tahteiden-parhaat_a9450801b19248dfbc235b8f2819f908fa45cf6e_4641.jpg
http://data.memad.eu/yle/stromso/16557519a0f8f08e07c0a8eb602d5931d33d55cb,http://data.memad.eu/yle/stromso/849bbd3b5da9c01ca84013bfffd9afac09d64049,991.04,1038.24,https://platform.limecraft.com/api/production/2336/mo/797133/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,47.200000000000045,./frames/memad_gt2/stromso_849bbd3b5da9c01ca84013bfffd9afac09d64049_1002.jpg
http://data.memad.eu/yle/stromso/16557519a0f8f08e07c0a8eb602d5931d33d55cb,http://data.memad.eu/yle/stromso/849bbd3b5da9c01ca84013bfffd9afac09d64049,991.4,1038.24,https://platform.limecraft.com/api/production/2336/mo/797133/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,46.84000000000003,./frames/memad_gt2/stromso_849bbd3b5da9c01ca84013bfffd9afac09d64049_1002.jpg
http://data.memad.eu/yle/stromso/48535f899451d54046988368078636113a6e6b50,http://data.memad.eu/yle/stromso/f0eccbac8f79375f0ee69e91acfa07b1d34dad7d,1561.56,1589.48,https://platform.limecraft.com/api/production/2336/mo/797131/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,27.920000000000073,./frames/memad_gt2/stromso_f0eccbac8f79375f0ee69e91acfa07b1d34dad7d_1567.jpg
http://data.memad.eu/yle/stromso/8cb3446ba3dcbc879bc1f2246fd65c8b7c36991d,http://data.memad.eu/yle/stromso/aef7e1b4ae7f145d8fb18ae34de2dab9c2c96e61,2202.08,2245.96,https://platform.limecraft.com/api/production/2336/mo/649725/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,43.88000000000011,./frames/memad_gt2/stromso_aef7e1b4ae7f145d8fb18ae34de2dab9c2c96e61_2232.jpg
http://data.memad.eu/yle/stromso/8cb3446ba3dcbc879bc1f2246fd65c8b7c36991d,http://data.memad.eu/yle/stromso/aef7e1b4ae7f145d8fb18ae34de2dab9c2c96e61,2202.8,2245.96,https://platform.limecraft.com/api/production/2336/mo/649725/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,43.159999999999854,./frames/memad_gt2/stromso_aef7e1b4ae7f145d8fb18ae34de2dab9c2c96e61_2232.jpg
http://data.memad.eu/yle/stromso/8cb3446ba3dcbc879bc1f2246fd65c8b7c36991d,http://data.memad.eu/yle/stromso/aef7e1b4ae7f145d8fb18ae34de2dab9c2c96e61,2202.08,2245.96,https://platform.limecraft.com/api/production/2336/mo/798225/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,43.88000000000011,./frames/memad_gt2/stromso_aef7e1b4ae7f145d8fb18ae34de2dab9c2c96e61_2232.jpg
http://data.memad.eu/yle/stromso/8cb3446ba3dcbc879bc1f2246fd65c8b7c36991d,http://data.memad.eu/yle/stromso/aef7e1b4ae7f145d8fb18ae34de2dab9c2c96e61,2202.8,2245.96,https://platform.limecraft.com/api/production/2336/mo/798225/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,43.159999999999854,./frames/memad_gt2/stromso_aef7e1b4ae7f145d8fb18ae34de2dab9c2c96e61_2232.jpg
http://data.memad.eu/yle/stromso/aee84fb386f92f1630e3310edd1dd0ef1d440d4c,http://data.memad.eu/yle/stromso/bd5e495a9c69610ae3a9eb81d1b5fa360b7f0c0f,761.52,796.76,https://platform.limecraft.com/api/production/2336/mo/797110/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,35.24000000000001,./frames/memad_gt2/stromso_bd5e495a9c69610ae3a9eb81d1b5fa360b7f0c0f_769.jpg
http://data.memad.eu/yle/mark-ja-luther/3aa1b4c1c1dff0a6f6633e5fdb5cdd973ecdd921,http://data.memad.eu/yle/mark-ja-luther/bfd576684fbfcc6cef9bb528906a2114898cae7e,1677.44,1712.04,https://platform.limecraft.com/api/production/2336/mo/803902/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,34.59999999999991,./frames/memad_gt2/mark-ja-luther_bfd576684fbfcc6cef9bb528906a2114898cae7e_1685.jpg
http://data.memad.eu/yle/mark-ja-luther/3aa1b4c1c1dff0a6f6633e5fdb5cdd973ecdd921,http://data.memad.eu/yle/mark-ja-luther/bfd576684fbfcc6cef9bb528906a2114898cae7e,1677.44,1712.4,https://platform.limecraft.com/api/production/2336/mo/803902/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,34.960000000000036,./frames/memad_gt2/mark-ja-luther_bfd576684fbfcc6cef9bb528906a2114898cae7e_1685.jpg
http://data.memad.eu/yle/mark-ja-luther/4cf4619a55f712356b61f1c3dd9824b3ba40bd32,http://data.memad.eu/yle/mark-ja-luther/bfd576684fbfcc6cef9bb528906a2114898cae7e,1631.6,1677.4,https://platform.limecraft.com/api/production/2336/mo/803902/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,45.80000000000018,./frames/memad_gt2/mark-ja-luther_bfd576684fbfcc6cef9bb528906a2114898cae7e_1642.jpg
http://data.memad.eu/yle/mark-ja-luther/c5f79c57050baf2fb70ebea1612855e06d59e7e7,http://data.memad.eu/yle/mark-ja-luther/bfd576684fbfcc6cef9bb528906a2114898cae7e,1231.16,1278.72,https://platform.limecraft.com/api/production/2336/mo/803902/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,47.559999999999945,./frames/memad_gt2/mark-ja-luther_bfd576684fbfcc6cef9bb528906a2114898cae7e_1242.jpg
http://data.memad.eu/yle/mark-ja-luther/cb0aae9617bafdca3a7684a73d2e24dbcbf4bf41,http://data.memad.eu/yle/mark-ja-luther/d4ced6edba12d0e01be02293a7fe701b58179460,719.72,766.92,https://platform.limecraft.com/api/production/2336/mo/803906/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,47.19999999999993,./frames/memad_gt2/mark-ja-luther_d4ced6edba12d0e01be02293a7fe701b58179460_730.jpg
http://data.memad.eu/yle/mark-ja-luther/e1704650204ff566612d71fd6c129fd07cd3404e,http://data.memad.eu/yle/mark-ja-luther/41231b9fbce0687480e40be140d1f2a0c463e341,1348.52,1378.32,https://platform.limecraft.com/api/production/2336/mo/803901/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,29.799999999999955,./frames/memad_gt2/mark-ja-luther_41231b9fbce0687480e40be140d1f2a0c463e341_1355.jpg
http://data.memad.eu/yle/mark-ja-luther/f18891830fa6219a1b5d0f4945d0d419e20b5364,http://data.memad.eu/yle/mark-ja-luther/41231b9fbce0687480e40be140d1f2a0c463e341,1671.76,1705.76,https://platform.limecraft.com/api/production/2336/mo/803901/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,34.0,./frames/memad_gt2/mark-ja-luther_41231b9fbce0687480e40be140d1f2a0c463e341_1679.jpg
http://data.memad.eu/yle/mark-ja-luther/f6b39892bc0fcbeda9f0ad632913b5e69cc65021,http://data.memad.eu/yle/mark-ja-luther/41231b9fbce0687480e40be140d1f2a0c463e341,624.24,649.92,https://platform.limecraft.com/api/production/2336/mo/803901/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,25.67999999999995,./frames/memad_gt2/mark-ja-luther_41231b9fbce0687480e40be140d1f2a0c463e341_642.jpg
http://data.memad.eu/yle/stromso/0c90a724200ed79844f327128a86baccde9d2f73,http://data.memad.eu/yle/stromso/1dd398f54b09a4cdabf43ec729ba7f57bb323f17,1467.76,1498.76,https://platform.limecraft.com/api/production/2336/mo/803859/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,31.0,./frames/memad_gt2/stromso_1dd398f54b09a4cdabf43ec729ba7f57bb323f17_1474.jpg
http://data.memad.eu/yle/stromso/20d681f86259be5f66933e58c2b6e773419bd62e,http://data.memad.eu/yle/stromso/9d977fc8807d78a978afa69464cf055c516cf49d,1720.4,1740.8,https://platform.limecraft.com/api/production/2336/mo/799790/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,20.399999999999864,./frames/memad_gt2/stromso_9d977fc8807d78a978afa69464cf055c516cf49d_1730.jpg
http://data.memad.eu/yle/stromso/477c1acdd2060b0013528d85d9128463e908510d,http://data.memad.eu/yle/stromso/1dd398f54b09a4cdabf43ec729ba7f57bb323f17,768.64,810.44,https://platform.limecraft.com/api/production/2336/mo/803859/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,41.80000000000007,./frames/memad_gt2/stromso_1dd398f54b09a4cdabf43ec729ba7f57bb323f17_778.jpg
http://data.memad.eu/yle/stromso/62704b5c6f014ee0f49c269f925ceafdc74d388f,http://data.memad.eu/yle/stromso/896510f85530ec911615a7e0595484170ce621a5,2204.84,2233.56,https://platform.limecraft.com/api/production/2336/mo/800127/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,28.7199999999998,./frames/memad_gt2/stromso_896510f85530ec911615a7e0595484170ce621a5_2211.jpg
http://data.memad.eu/yle/stromso/ef251c55bbaf349c5cdab5954766878ff65044fe,http://data.memad.eu/yle/stromso/d3c864a1c28cf83839c3e4f45405113f31079361,1545.88,1578.44,https://platform.limecraft.com/api/production/2336/mo/803887/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,32.559999999999945,./frames/memad_gt2/stromso_d3c864a1c28cf83839c3e4f45405113f31079361_1553.jpg
http://data.memad.eu/yle/stromso/f215cf71d62f2fd5c2ba5af8170fbffcccf052f8,http://data.memad.eu/yle/stromso/37467ba3f38f9a1f80bb581e2964c41eddca0953,696.36,736.6,https://platform.limecraft.com/api/production/2336/mo/803865/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,40.24000000000001,./frames/memad_gt2/stromso_37467ba3f38f9a1f80bb581e2964c41eddca0953_706.jpg
http://data.memad.eu/yle/tahtia-ja-tahteita-stromsossa/579a8f912b0a63696efbc49bb085dedf2bc66c68,http://data.memad.eu/yle/tahtia-ja-tahteita-stromsossa/28652806459206a50db17babad90194c2fb4f464,4630.72,4678.16,https://platform.limecraft.com/api/production/2336/mo/802722/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,47.4399999999996,./frames/memad_gt2/tahtia-ja-tahteita-stromsossa_28652806459206a50db17babad90194c2fb4f464_4641.jpg
http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/316422b4227b503b6d1bdf8b8620c74ec3b57328,http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/b69d5cefe688209591c0c3e8d35e6c4bfff289bd,4630.72,4678.16,https://platform.limecraft.com/api/production/2336/mo/803855/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,47.4399999999996,./frames/memad_gt2/tahtien-ja-tahteiden-parhaat_b69d5cefe688209591c0c3e8d35e6c4bfff289bd_4641.jpg
http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/8a96be98c9e663c0b85c33be04ce6563042f2afa,http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/dc5db53cf1486fead37993cb29c8e5126897b856,4630.72,4678.16,https://platform.limecraft.com/api/production/2336/mo/803852/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,47.4399999999996,./frames/memad_gt2/tahtien-ja-tahteiden-parhaat_dc5db53cf1486fead37993cb29c8e5126897b856_4641.jpg
http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/fadfd72f9c3bfb3829fdba21448cd2a7ffa5c3bc,http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/a9450801b19248dfbc235b8f2819f908fa45cf6e,4630.72,4678.16,https://platform.limecraft.com/api/production/2336/mo/803857/moa,Dani Strömbäck,http://data.memad.eu/agent/dani-stromback,47.4399999999996,./frames/memad_gt2/tahtien-ja-tahteiden-parhaat_a9450801b19248dfbc235b8f2819f908fa45cf6e_4641.jpg
http://data.memad.eu/yle/stromso/16557519a0f8f08e07c0a8eb602d5931d33d55cb,http://data.memad.eu/yle/stromso/849bbd3b5da9c01ca84013bfffd9afac09d64049,991.04,1038.24,https://platform.limecraft.com/api/production/2336/mo/797133/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,47.200000000000045,./frames/memad_gt2/stromso_849bbd3b5da9c01ca84013bfffd9afac09d64049_1002.jpg
http://data.memad.eu/yle/stromso/16557519a0f8f08e07c0a8eb602d5931d33d55cb,http://data.memad.eu/yle/stromso/849bbd3b5da9c01ca84013bfffd9afac09d64049,991.4,1038.24,https://platform.limecraft.com/api/production/2336/mo/797133/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,46.84000000000003,./frames/memad_gt2/stromso_849bbd3b5da9c01ca84013bfffd9afac09d64049_1002.jpg
http://data.memad.eu/yle/stromso/48535f899451d54046988368078636113a6e6b50,http://data.memad.eu/yle/stromso/f0eccbac8f79375f0ee69e91acfa07b1d34dad7d,1561.56,1589.48,https://platform.limecraft.com/api/production/2336/mo/797131/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,27.920000000000073,./frames/memad_gt2/stromso_f0eccbac8f79375f0ee69e91acfa07b1d34dad7d_1567.jpg
http://data.memad.eu/yle/stromso/aee84fb386f92f1630e3310edd1dd0ef1d440d4c,http://data.memad.eu/yle/stromso/bd5e495a9c69610ae3a9eb81d1b5fa360b7f0c0f,761.52,796.76,https://platform.limecraft.com/api/production/2336/mo/797110/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,35.24000000000001,./frames/memad_gt2/stromso_bd5e495a9c69610ae3a9eb81d1b5fa360b7f0c0f_769.jpg
http://data.memad.eu/yle/haaste/0b4f486518c3feaaff0ed862f9695926220dbd4e,http://data.memad.eu/yle/haaste/ebd9af1af71c418fe38526accd1525e0dc88c09d,559.6,579.64,https://platform.limecraft.com/api/production/2336/mo/799749/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,20.039999999999964,./frames/memad_gt2/haaste_ebd9af1af71c418fe38526accd1525e0dc88c09d_569.jpg
http://data.memad.eu/yle/haaste/18868c557fc082f7df122c1181d6b32ae62f393b,http://data.memad.eu/yle/haaste/ebd9af1af71c418fe38526accd1525e0dc88c09d,1702.32,1726.72,https://platform.limecraft.com/api/production/2336/mo/799749/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,24.40000000000009,./frames/memad_gt2/haaste_ebd9af1af71c418fe38526accd1525e0dc88c09d_1708.jpg
http://data.memad.eu/yle/haaste/4f73861d2252b6211fcdbc83f112bc88c6d59045,http://data.memad.eu/yle/haaste/ebd9af1af71c418fe38526accd1525e0dc88c09d,1236.96,1271.16,https://platform.limecraft.com/api/production/2336/mo/799749/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,34.200000000000045,./frames/memad_gt2/haaste_ebd9af1af71c418fe38526accd1525e0dc88c09d_1244.jpg
http://data.memad.eu/yle/mark-ja-luther/3aa1b4c1c1dff0a6f6633e5fdb5cdd973ecdd921,http://data.memad.eu/yle/mark-ja-luther/bfd576684fbfcc6cef9bb528906a2114898cae7e,1677.44,1712.04,https://platform.limecraft.com/api/production/2336/mo/803902/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,34.59999999999991,./frames/memad_gt2/mark-ja-luther_bfd576684fbfcc6cef9bb528906a2114898cae7e_1685.jpg
http://data.memad.eu/yle/mark-ja-luther/3aa1b4c1c1dff0a6f6633e5fdb5cdd973ecdd921,http://data.memad.eu/yle/mark-ja-luther/bfd576684fbfcc6cef9bb528906a2114898cae7e,1677.44,1712.4,https://platform.limecraft.com/api/production/2336/mo/803902/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,34.960000000000036,./frames/memad_gt2/mark-ja-luther_bfd576684fbfcc6cef9bb528906a2114898cae7e_1685.jpg
http://data.memad.eu/yle/mark-ja-luther/4cf4619a55f712356b61f1c3dd9824b3ba40bd32,http://data.memad.eu/yle/mark-ja-luther/bfd576684fbfcc6cef9bb528906a2114898cae7e,1631.6,1677.4,https://platform.limecraft.com/api/production/2336/mo/803902/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,45.80000000000018,./frames/memad_gt2/mark-ja-luther_bfd576684fbfcc6cef9bb528906a2114898cae7e_1642.jpg
http://data.memad.eu/yle/mark-ja-luther/c5f79c57050baf2fb70ebea1612855e06d59e7e7,http://data.memad.eu/yle/mark-ja-luther/bfd576684fbfcc6cef9bb528906a2114898cae7e,1231.16,1278.72,https://platform.limecraft.com/api/production/2336/mo/803902/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,47.559999999999945,./frames/memad_gt2/mark-ja-luther_bfd576684fbfcc6cef9bb528906a2114898cae7e_1242.jpg
http://data.memad.eu/yle/mark-ja-luther/cb0aae9617bafdca3a7684a73d2e24dbcbf4bf41,http://data.memad.eu/yle/mark-ja-luther/d4ced6edba12d0e01be02293a7fe701b58179460,719.72,766.92,https://platform.limecraft.com/api/production/2336/mo/803906/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,47.19999999999993,./frames/memad_gt2/mark-ja-luther_d4ced6edba12d0e01be02293a7fe701b58179460_730.jpg
http://data.memad.eu/yle/mark-ja-luther/e1704650204ff566612d71fd6c129fd07cd3404e,http://data.memad.eu/yle/mark-ja-luther/41231b9fbce0687480e40be140d1f2a0c463e341,1348.52,1378.32,https://platform.limecraft.com/api/production/2336/mo/803901/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,29.799999999999955,./frames/memad_gt2/mark-ja-luther_41231b9fbce0687480e40be140d1f2a0c463e341_1355.jpg
http://data.memad.eu/yle/mark-ja-luther/f18891830fa6219a1b5d0f4945d0d419e20b5364,http://data.memad.eu/yle/mark-ja-luther/41231b9fbce0687480e40be140d1f2a0c463e341,1671.76,1705.76,https://platform.limecraft.com/api/production/2336/mo/803901/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,34.0,./frames/memad_gt2/mark-ja-luther_41231b9fbce0687480e40be140d1f2a0c463e341_1679.jpg
http://data.memad.eu/yle/mark-ja-luther/f6b39892bc0fcbeda9f0ad632913b5e69cc65021,http://data.memad.eu/yle/mark-ja-luther/41231b9fbce0687480e40be140d1f2a0c463e341,624.24,649.92,https://platform.limecraft.com/api/production/2336/mo/803901/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,25.67999999999995,./frames/memad_gt2/mark-ja-luther_41231b9fbce0687480e40be140d1f2a0c463e341_642.jpg
http://data.memad.eu/yle/stromso/0c90a724200ed79844f327128a86baccde9d2f73,http://data.memad.eu/yle/stromso/1dd398f54b09a4cdabf43ec729ba7f57bb323f17,1467.76,1498.76,https://platform.limecraft.com/api/production/2336/mo/803859/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,31.0,./frames/memad_gt2/stromso_1dd398f54b09a4cdabf43ec729ba7f57bb323f17_1474.jpg
http://data.memad.eu/yle/stromso/477c1acdd2060b0013528d85d9128463e908510d,http://data.memad.eu/yle/stromso/1dd398f54b09a4cdabf43ec729ba7f57bb323f17,768.64,810.44,https://platform.limecraft.com/api/production/2336/mo/803859/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,41.80000000000007,./frames/memad_gt2/stromso_1dd398f54b09a4cdabf43ec729ba7f57bb323f17_778.jpg
http://data.memad.eu/yle/stromso/f215cf71d62f2fd5c2ba5af8170fbffcccf052f8,http://data.memad.eu/yle/stromso/37467ba3f38f9a1f80bb581e2964c41eddca0953,696.36,736.6,https://platform.limecraft.com/api/production/2336/mo/803865/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,40.24000000000001,./frames/memad_gt2/stromso_37467ba3f38f9a1f80bb581e2964c41eddca0953_706.jpg
http://data.memad.eu/yle/stromso/ef251c55bbaf349c5cdab5954766878ff65044fe,http://data.memad.eu/yle/stromso/d3c864a1c28cf83839c3e4f45405113f31079361,1545.88,1578.44,https://platform.limecraft.com/api/production/2336/mo/803887/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,32.559999999999945,./frames/memad_gt2/stromso_d3c864a1c28cf83839c3e4f45405113f31079361_1553.jpg
http://data.memad.eu/yle/stromson-puutarha/553ce19e11c6ac6db58583aa398d747deeac8d7b,http://data.memad.eu/yle/stromson-puutarha/5ca2611831c0097cf079298af5c6c81a78032010,1176.36,1208.08,https://platform.limecraft.com/api/production/2336/mo/801225/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,31.720000000000027,./frames/memad_gt2/stromson-puutarha_5ca2611831c0097cf079298af5c6c81a78032010_1183.jpg
http://data.memad.eu/yle/stromson-puutarha/553ce19e11c6ac6db58583aa398d747deeac8d7b,http://data.memad.eu/yle/stromson-puutarha/5ca2611831c0097cf079298af5c6c81a78032010,1176.36,1208.8,https://platform.limecraft.com/api/production/2336/mo/801225/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,32.440000000000055,./frames/memad_gt2/stromson-puutarha_5ca2611831c0097cf079298af5c6c81a78032010_1184.jpg
http://data.memad.eu/yle/tahtia-ja-tahteita-stromsossa/579a8f912b0a63696efbc49bb085dedf2bc66c68,http://data.memad.eu/yle/tahtia-ja-tahteita-stromsossa/28652806459206a50db17babad90194c2fb4f464,4630.72,4678.16,https://platform.limecraft.com/api/production/2336/mo/802722/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,47.4399999999996,./frames/memad_gt2/tahtia-ja-tahteita-stromsossa_28652806459206a50db17babad90194c2fb4f464_4641.jpg
http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/316422b4227b503b6d1bdf8b8620c74ec3b57328,http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/b69d5cefe688209591c0c3e8d35e6c4bfff289bd,4630.72,4678.16,https://platform.limecraft.com/api/production/2336/mo/803855/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,47.4399999999996,./frames/memad_gt2/tahtien-ja-tahteiden-parhaat_b69d5cefe688209591c0c3e8d35e6c4bfff289bd_4641.jpg
http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/8a96be98c9e663c0b85c33be04ce6563042f2afa,http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/dc5db53cf1486fead37993cb29c8e5126897b856,4630.72,4678.16,https://platform.limecraft.com/api/production/2336/mo/803852/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,47.4399999999996,./frames/memad_gt2/tahtien-ja-tahteiden-parhaat_dc5db53cf1486fead37993cb29c8e5126897b856_4641.jpg
http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/fadfd72f9c3bfb3829fdba21448cd2a7ffa5c3bc,http://data.memad.eu/yle/tahtien-ja-tahteiden-parhaat/a9450801b19248dfbc235b8f2819f908fa45cf6e,4630.72,4678.16,https://platform.limecraft.com/api/production/2336/mo/803857/moa,Jussi Pernaa,http://data.memad.eu/agent/jussi-pernaa,47.4399999999996,./frames/memad_gt2/tahtien-ja-tahteiden-parhaat_a9450801b19248dfbc235b8f2819f908fa45cf6e_4641.jpg
